gs_cat,gs_subcat,gs_name,entrez_gene,gene_symbol,human_entrez_gene,human_gene_symbol,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,species_name,species_common_name,ortholog_sources,num_ortholog_sources
H,,HALLMARK_MYOGENESIS,21924,Tnnc1,7134,TNNC1,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MYOGENESIS,21925,Tnnc2,7125,TNNC2,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MYOGENESIS,21952,Tnni1,7135,TNNI1,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MYOGENESIS,21953,Tnni2,7136,TNNI2,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MYOGENESIS,21955,Tnnt1,7138,TNNT1,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MYOGENESIS,21956,Tnnt2,7139,TNNT2,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MYOGENESIS,21957,Tnnt3,7140,TNNT3,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_MYOGENESIS,21987,Tpd52l1,7164,TPD52L1,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MYOGENESIS,22004,Tpm2,7169,TPM2,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,PhylomeDB,NCBI,HGNC,Panther,OMA,Treefam,Ensembl",8
H,,HALLMARK_MYOGENESIS,59069,Tpm3,7170,TPM3,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,OrthoDB",7
H,,HALLMARK_MYOGENESIS,22084,Tsc2,7249,TSC2,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_MYOGENESIS,22354,Vipr1,7433,VIPR1,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MYOGENESIS,97064,Wwtr1,25937,WWTR1,M5909,,,,,Genes involved in development of skeletal muscle (myogenesis).,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,226548,Aph1a,51107,APH1A,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,109689,Arrb1,408,ARRB1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,12443,Ccnd1,595,CCND1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,26965,Cul1,8454,CUL1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,13388,Dll1,28514,DLL1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,14357,Dtx1,1840,DTX1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,74198,Dtx2,113878,DTX2,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,207521,Dtx4,23220,DTX4,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,103583,Fbxw11,23291,FBXW11,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,14362,Fzd1,8321,FZD1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,14367,Fzd5,7855,FZD5,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_NOTCH_SIGNALING,14369,Fzd7,8324,FZD7,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",9
H,,HALLMARK_NOTCH_SIGNALING,15205,Hes1,3280,HES1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,56198,Heyl,26508,HEYL,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,16449,Jag1,182,JAG1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,14534,Kat2a,2648,KAT2A,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",9
H,,HALLMARK_NOTCH_SIGNALING,16848,Lfng,3955,LFNG,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,270118,Maml2,84441,MAML2,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",8
H,,HALLMARK_NOTCH_SIGNALING,18128,Notch1,4851,NOTCH1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_NOTCH_SIGNALING,18129,Notch2,4853,NOTCH2,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_NOTCH_SIGNALING,18131,Notch3,4854,NOTCH3,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,19015,Ppard,5467,PPARD,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,18750,Prkca,5578,PRKCA,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,19165,Psen2,5664,PSEN2,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,66340,Psenen,55851,PSENEN,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,56438,Rbx1,9978,RBX1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_NOTCH_SIGNALING,60406,Sap30,8819,SAP30,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,21402,Skp1,6500,SKP1,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_NOTCH_SIGNALING,54613,St3gal6,10402,ST3GAL6,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,21416,Tcf7l2,6934,TCF7L2,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,22413,Wnt2,7472,WNT2,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_NOTCH_SIGNALING,22418,Wnt5a,7474,WNT5A,M5903,,,,,Genes up-regulated by activation of Notch signaling.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11306,Abcb7,22,ABCB7,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,235674,Acaa1b,30,ACAA1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,52538,Acaa2,10449,ACAA2,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11364,Acadm,34,ACADM,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,66885,Acadsb,36,ACADSB,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11370,Acadvl,37,ACADVL,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,110446,Acat1,38,ACAT1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11429,Aco2,50,ACO2,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,69597,Afg3l2,10939,AFG3L2,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,26926,Aifm1,9131,AIFM1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11655,Alas1,211,ALAS1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,104776,Aldh6a1,4329,ALDH6A1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11931,Atp1b1,481,ATP1B1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11946,Atp5a1,498,ATP5F1A,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11947,Atp5b,506,ATP5F1B,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11949,Atp5c1,509,ATP5F1C,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,66043,Atp5d,513,ATP5F1D,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,67126,Atp5e,514,ATP5F1E,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11951,Atp5g1,516,ATP5MC1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,Treefam,OrthoDB",9
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,67942,Atp5g2,517,ATP5MC2,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,OrthoDB",9
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,228033,Atp5g3,518,ATP5MC3,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11958,Atp5k,521,ATP5ME,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,57423,Atp5j2,9551,ATP5MF,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,27425,Atp5l,10632,ATP5MG,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11950,Atp5pb,515,ATP5PB,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,71679,Atp5h,10476,ATP5PD,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11957,Atp5j,522,ATP5PF,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,28080,Atp5o,539,ATP5PO,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,PhylomeDB,EggNOG,OrthoMCL,OMA,Treefam,Ensembl,OrthoDB",8
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,54411,Atp6ap1,537,ATP6AP1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,114143,Atp6v0b,533,ATP6V0B,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11984,Atp6v0c,527,ATP6V0C,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11974,Atp6v0e,8992,ATP6V0E1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,66335,Atp6v1c1,528,ATP6V1C1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,73834,Atp6v1d,51382,ATP6V1D,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,11973,Atp6v1e1,529,ATP6V1E1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,66144,Atp6v1f,9296,ATP6V1F,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,66290,Atp6v1g1,9550,ATP6V1G1,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,108664,Atp6v1h,51606,ATP6V1H,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,12028,Bax,581,BAX,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,12039,Bckdha,593,BCKDHA,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,69772,Bdh2,56898,BDH2,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,12369,Casp7,840,CASP7,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,70383,Cox10,1352,COX10,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_OXIDATIVE_PHOSPHORYLATION,69802,Cox11,1353,COX11,M5936,,,,,Genes encoding proteins involved in oxidative phosphorylation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
